name,slug,id,url,lat,lng,top50_rank
"Proeflokaal 't Blauwe Theehuis","proeflokaal-t-blauwe-theehuis-103","103","https://seatsinthesun.com/terras/amsterdam/proeflokaal-t-blauwe-theehuis-103/","","",""
"The Villy Rhapsody","the-villy-rhapsody-114","114","https://seatsinthesun.com/terras/amsterdam/the-villy-rhapsody-114/","","",""
"Cafe Tabac","cafe-tabac-117","117","https://seatsinthesun.com/terras/amsterdam/cafe-tabac-117/","","",""
"Coffee Company.","coffee-company.-119","119","https://seatsinthesun.com/terras/amsterdam/coffee-company.-119/","","",""
"Café de Huyschkaemer","cafe-de-huyschkaemer-121","121","https://seatsinthesun.com/terras/amsterdam/cafe-de-huyschkaemer-121/","","",""
"Café ‘t Sluisje","cafe-'t-sluisje-122","122","https://seatsinthesun.com/terras/amsterdam/cafe-'t-sluisje-122/","","",""
"Tap Zuid","tap-zuid-123","123","https://seatsinthesun.com/terras/amsterdam/tap-zuid-123/","","",""
"Ceppi's","ceppis-125","125","https://seatsinthesun.com/terras/amsterdam/ceppis-125/","","",""
"Anne&Max Amsterdam Oostenburg","annemax-amsterdam-oostenburg-132","132","https://seatsinthesun.com/terras/amsterdam/annemax-amsterdam-oostenburg-132/","","",""
"Cafe Heuvel","cafe-heuvel-133","133","https://seatsinthesun.com/terras/amsterdam/cafe-heuvel-133/","","",""
"Meram - Amsterdam Osdorp","meram-amsterdam-osdorp-135","135","https://seatsinthesun.com/terras/amsterdam/meram-amsterdam-osdorp-135/","","",""
"Café Fonteyn","cafe-fonteyn-137","137","https://seatsinthesun.com/terras/amsterdam/cafe-fonteyn-137/","","",""
"FC Hyena","fc-hyena-139","139","https://seatsinthesun.com/terras/amsterdam/fc-hyena-139/","","",""
"Hangar Amsterdam","hangar-amsterdam-140","140","https://seatsinthesun.com/terras/amsterdam/hangar-amsterdam-140/","","",""
"Fromagerie Abraham Kef","fromagerie-abraham-kef-141","141","https://seatsinthesun.com/terras/amsterdam/fromagerie-abraham-kef-141/","","",""
"Café Keppler","cafe-keppler-142","142","https://seatsinthesun.com/terras/amsterdam/cafe-keppler-142/","","",""
"Hotel De Goudfazant","hotel-de-goudfazant-143","143","https://seatsinthesun.com/terras/amsterdam/hotel-de-goudfazant-143/","","",""
"murmur","murmur-144","144","https://seatsinthesun.com/terras/amsterdam/murmur-144/","","",""
"Sexyland World","sexyland-world-145","145","https://seatsinthesun.com/terras/amsterdam/sexyland-world-145/","","",""
"Café Modern","cafe-modern-146","146","https://seatsinthesun.com/terras/amsterdam/cafe-modern-146/","","",""
"Boka's","bokas-148","148","https://seatsinthesun.com/terras/amsterdam/bokas-148/","","",""
"Café ONS","cafe-ons-149","149","https://seatsinthesun.com/terras/amsterdam/cafe-ons-149/","","",""
"Tolhuistuin","tolhuistuin-150","150","https://seatsinthesun.com/terras/amsterdam/tolhuistuin-150/","","",""
"Polly Goudvisch","polly-goudvisch-151","151","https://seatsinthesun.com/terras/amsterdam/polly-goudvisch-151/","","",""
"Bar Boeket","bar-boeket-152","152","https://seatsinthesun.com/terras/amsterdam/bar-boeket-152/","","",""
"Bar Aan de Kade","bar-aan-de-kade-153","153","https://seatsinthesun.com/terras/amsterdam/bar-aan-de-kade-153/","","",""
"Pelusa","pelusa-154","154","https://seatsinthesun.com/terras/amsterdam/pelusa-154/","","",""
"Café de Ceuvel","cafe-de-ceuvel-155","155","https://seatsinthesun.com/terras/amsterdam/cafe-de-ceuvel-155/","","",""
"Café Goldmund","cafe-goldmund-161","161","https://seatsinthesun.com/terras/amsterdam/cafe-goldmund-161/","","",""
"Captein & Co","captein-co-169","169","https://seatsinthesun.com/terras/amsterdam/captein-co-169/","","",""
"Bosco","bosco-174","174","https://seatsinthesun.com/terras/amsterdam/bosco-174/","","",""
"café40","cafe40-175","175","https://seatsinthesun.com/terras/amsterdam/cafe40-175/","","",""
"Bar Kosta","bar-kosta-176","176","https://seatsinthesun.com/terras/amsterdam/bar-kosta-176/","","",""
"Cafe Brel","cafe-brel-178","178","https://seatsinthesun.com/terras/amsterdam/cafe-brel-178/","","",""
"Cafe Dorst","cafe-dorst-179","179","https://seatsinthesun.com/terras/amsterdam/cafe-dorst-179/","","",""
"Café Thijssen","cafe-thijssen-183","183","https://seatsinthesun.com/terras/amsterdam/cafe-thijssen-183/","","",""
"Bonnie","bonnie-186","186","https://seatsinthesun.com/terras/amsterdam/bonnie-186/","","",""
"De Sluyswacht","de-sluyswacht-188","188","https://seatsinthesun.com/terras/amsterdam/de-sluyswacht-188/","","",""
"Spirit Amsterdam","spirit-amsterdam-191","191","https://seatsinthesun.com/terras/amsterdam/spirit-amsterdam-191/","","",""
"de Neef van Fred","de-neef-van-fred-196","196","https://seatsinthesun.com/terras/amsterdam/de-neef-van-fred-196/","","",""
"Café Soundgarden","cafe-soundgarden-197","197","https://seatsinthesun.com/terras/amsterdam/cafe-soundgarden-197/","","",""
"Hoppe","hoppe-204","204","https://seatsinthesun.com/terras/amsterdam/hoppe-204/","","",""
"De Nada - Music & Wine Bar","de-nada-music-wine-bar-206","206","https://seatsinthesun.com/terras/amsterdam/de-nada-music-wine-bar-206/","","",""
"Café Gijs de Rooy","cafe-gijs-de-rooy-207","207","https://seatsinthesun.com/terras/amsterdam/cafe-gijs-de-rooy-207/","","",""
"Willy Tjong's Food Corner","willy-tjongs-food-corner-209","209","https://seatsinthesun.com/terras/amsterdam/willy-tjongs-food-corner-209/","","",""
"YamYam Trattoria Pizzeria","yamyam-trattoria-pizzeria-210","210","https://seatsinthesun.com/terras/amsterdam/yamyam-trattoria-pizzeria-210/","","",""
"Gent aan de Schinkel","gent-aan-de-schinkel-211","211","https://seatsinthesun.com/terras/amsterdam/gent-aan-de-schinkel-211/","","",""
"Bar Content","bar-content-212","212","https://seatsinthesun.com/terras/amsterdam/bar-content-212/","","",""
"Cafe Thuys","cafe-thuys-213","213","https://seatsinthesun.com/terras/amsterdam/cafe-thuys-213/","","",""
"Brasserie van Baerle","brasserie-van-baerle-214","214","https://seatsinthesun.com/terras/amsterdam/brasserie-van-baerle-214/","","",""
"Bam Boa","bam-boa-215","215","https://seatsinthesun.com/terras/amsterdam/bam-boa-215/","","",""
"La Vallade","la-vallade-216","216","https://seatsinthesun.com/terras/amsterdam/la-vallade-216/","","",""
"JinSo Lounge Bar & Restaurant","jinso-lounge-bar-restaurant-217","217","https://seatsinthesun.com/terras/amsterdam/jinso-lounge-bar-restaurant-217/","","",""
"Café 't Binnepretje","cafe-t-binnepretje-218","218","https://seatsinthesun.com/terras/amsterdam/cafe-t-binnepretje-218/","","",""
"Restaurant Bellavista","restaurant-bellavista-220","220","https://seatsinthesun.com/terras/amsterdam/restaurant-bellavista-220/","","",""
"Majestic","majestic-221","221","https://seatsinthesun.com/terras/amsterdam/majestic-221/","","",""
"Café Zwart","cafe-zwart-222","222","https://seatsinthesun.com/terras/amsterdam/cafe-zwart-222/","","",""
"Brasserie 't Siertje","brasserie-t-siertje-223","223","https://seatsinthesun.com/terras/amsterdam/brasserie-t-siertje-223/","","",""
"Café de Toog Amsterdam","cafe-de-toog-amsterdam-224","224","https://seatsinthesun.com/terras/amsterdam/cafe-de-toog-amsterdam-224/","","",""
"Café Hegeraad","cafe-hegeraad-225","225","https://seatsinthesun.com/terras/amsterdam/cafe-hegeraad-225/","","",""
